SorghumGene,Ortholog
Sobic.001G095800,GRMZM2G001869
Sobic.003G034500,GRMZM2G001875
Sobic.002G062500,GRMZM2G001898
Sobic.008G050400,GRMZM2G001904
Sobic.002G062100,GRMZM2G001938
Sobic.002G061900,GRMZM2G001956
Sobic.003G186132,GRMZM2G001981
Sobic.008G110600,GRMZM2G002115
Sobic.001G543300,GRMZM2G002121
Sobic.008G141400,GRMZM2G002138
Sobic.003G324700,GRMZM2G002165
Sobic.003G324800,GRMZM2G002165
Sobic.010G050700,GRMZM2G002227
Sobic.007G073700,GRMZM2G002391
Sobic.009G063450,GRMZM2G002473
Sobic.009G063500,GRMZM2G002473
Sobic.001G469700,GRMZM2G002492
Sobic.001G274400,GRMZM2G002515
Sobic.005G046500,GRMZM2G002531
Sobic.008G060200,GRMZM2G002542
Sobic.008G060700,GRMZM2G002542
Sobic.003G215100,GRMZM2G002568
Sobic.003G215200,GRMZM2G002568
Sobic.003G218801,GRMZM2G002578
Sobic.003G370300,GRMZM2G002626
Sobic.004G285600,GRMZM2G002627
Sobic.006G281000,GRMZM2G002642
Sobic.003G218700,GRMZM2G002646
Sobic.001G123600,GRMZM2G002699
Sobic.002G064900,GRMZM2G002894
Sobic.001G195700,GRMZM2G002898
Sobic.006G143300,GRMZM2G002903
Sobic.002G039500,GRMZM2G002910
Sobic.009G057200,GRMZM2G002959
Sobic.009G057300,GRMZM2G002959
Sobic.006G065800,GRMZM2G002978
Sobic.010G090900,GRMZM2G003023
Sobic.004G347300,GRMZM2G003028
Sobic.002G179000,GRMZM2G003038
Sobic.009G057500,GRMZM2G003064
Sobic.008G080900,GRMZM2G003090
Sobic.003G058700,GRMZM2G003096
Sobic.002G154600,GRMZM2G003165
Sobic.002G395500,GRMZM2G003172
Sobic.002G215800,GRMZM2G003179
Sobic.002G059200,GRMZM2G003306
Sobic.006G173100,GRMZM2G003307
Sobic.001G286600,GRMZM2G003318
Sobic.002G208400,GRMZM2G003342
Sobic.003G244000,GRMZM2G003354
Sobic.001G265300,GRMZM2G003368
Sobic.010G175000,GRMZM2G003389
Sobic.007G126800,GRMZM2G003426
Sobic.001G093200,GRMZM2G003489
Sobic.010G045700,GRMZM2G003551
Sobic.006G085300,GRMZM2G003565
Sobic.008G150300,GRMZM2G003595
Sobic.007G004000,GRMZM2G003638
Sobic.001G136800,GRMZM2G003640
Sobic.008G166300,GRMZM2G003656
Sobic.007G002100,GRMZM2G003669
Sobic.010G199300,GRMZM2G003718
Sobic.001G236800,GRMZM2G003724
Sobic.008G032900,GRMZM2G003732
Sobic.010G042200,GRMZM2G003742
Sobic.008G033000,GRMZM2G003750
Sobic.006G186300,GRMZM2G003752
Sobic.002G093000,GRMZM2G003754
Sobic.008G033200,GRMZM2G003762
Sobic.007G034500,GRMZM2G003765
Sobic.006G160400,GRMZM2G003769
Sobic.006G160500,GRMZM2G003784
Sobic.002G093300,GRMZM2G003789
Sobic.003G082700,GRMZM2G003794
Sobic.002G231200,GRMZM2G003869
Sobic.003G130800,GRMZM2G003883
Sobic.007G034400,GRMZM2G003897
Sobic.001G266300,GRMZM2G003909
Sobic.002G197700,GRMZM2G003927
Sobic.002G197800,GRMZM2G003927
Sobic.005G122100,GRMZM2G003970
Sobic.005G122300,GRMZM2G003970
Sobic.001G396500,GRMZM2G003984
Sobic.001G226300,GRMZM2G004057
Sobic.008G060300,GRMZM2G004060
Sobic.007G160600,GRMZM2G004079
Sobic.010G181100,GRMZM2G004128
Sobic.003G395400,GRMZM2G004161
Sobic.003G240100,GRMZM2G004183
Sobic.002G217100,GRMZM2G004207
Sobic.002G050500,GRMZM2G004301
Sobic.009G205300,GRMZM2G004349
Sobic.006G235350,GRMZM2G004352
Sobic.003G240000,GRMZM2G004362
Sobic.007G005700,GRMZM2G004375
Sobic.003G239900,GRMZM2G004382
Sobic.007G006600,GRMZM2G004396
Sobic.001G463000,GRMZM2G004397
Sobic.008G023300,GRMZM2G004412
Sobic.008G033300,GRMZM2G004414
Sobic.007G006700,GRMZM2G004435
Sobic.004G275400,GRMZM2G004480
Sobic.001G045600,GRMZM2G004511
Sobic.001G463200,GRMZM2G004523
Sobic.002G251700,GRMZM2G004531
Sobic.008G033600,GRMZM2G004534
Sobic.007G207400,GRMZM2G004582
Sobic.002G251400,GRMZM2G004583
Sobic.006G235500,GRMZM2G004590
Sobic.009G205200,GRMZM2G004592
Sobic.001G494000,GRMZM2G004641
Sobic.003G371250,GRMZM2G004653
Sobic.003G371400,GRMZM2G004653
Sobic.003G371600,GRMZM2G004653
Sobic.003G371750,GRMZM2G004653
Sobic.002G251200,GRMZM2G004683
Sobic.005G140001,GRMZM2G004699
Sobic.004G164100,GRMZM2G004715
Sobic.001G340300,GRMZM2G004736
Sobic.004G293800,GRMZM2G004752
Sobic.004G293900,GRMZM2G004752
Sobic.004G294000,GRMZM2G004752
Sobic.003G044700,GRMZM2G004799
Sobic.009G221800,GRMZM2G004828
Sobic.004G300900,GRMZM2G004847
Sobic.004G154000,GRMZM2G004856
Sobic.003G328300,GRMZM2G004858
Sobic.009G205000,GRMZM2G004888
Sobic.009G221900,GRMZM2G004909
Sobic.003G178000,GRMZM2G004927
Sobic.009G204601,GRMZM2G004932
Sobic.010G271000,GRMZM2G004955
Sobic.007G032100,GRMZM2G004957
Sobic.002G251100,GRMZM2G004990
Sobic.001G220400,GRMZM2G004996
Sobic.003G357166,GRMZM2G005000
Sobic.003G357232,GRMZM2G005000
Sobic.003G290400,GRMZM2G005082
Sobic.007G031600,GRMZM2G005126
Sobic.006G213900,GRMZM2G005155
Sobic.010G054300,GRMZM2G005209
Sobic.004G159400,GRMZM2G005233
Sobic.001G246500,GRMZM2G005281
Sobic.009G101100,GRMZM2G005293
Sobic.009G204400,GRMZM2G005308
Sobic.006G091000,GRMZM2G005346
Sobic.005G093800,GRMZM2G005347
Sobic.001G468500,GRMZM2G005435
Sobic.003G370500,GRMZM2G005444
Sobic.003G370600,GRMZM2G005444
Sobic.005G095700,GRMZM2G005452
Sobic.010G040600,GRMZM2G005461
Sobic.008G110300,GRMZM2G005622
Sobic.001G468400,GRMZM2G005624
Sobic.001G333300,GRMZM2G005630
Sobic.007G201500,GRMZM2G005652
Sobic.004G014100,GRMZM2G005680
Sobic.009G190400,GRMZM2G005715
Sobic.010G277100,GRMZM2G005771
Sobic.003G022800,GRMZM2G005788
Sobic.004G325400,GRMZM2G005791
Sobic.010G177600,GRMZM2G005798
Sobic.003G194400,GRMZM2G005815
Sobic.009G189900,GRMZM2G005818
Sobic.003G323800,GRMZM2G005825
Sobic.007G221000,GRMZM2G005840
Sobic.001G468200,GRMZM2G005844
Sobic.008G058000,GRMZM2G005848
Sobic.010G174400,GRMZM2G005886
Sobic.008G179900,GRMZM2G005887
Sobic.009G123900,GRMZM2G005973
Sobic.001G059600,GRMZM2G005991
Sobic.004G054700,GRMZM2G005998
Sobic.010G174100,GRMZM2G006112
Sobic.002G393100,GRMZM2G006119
Sobic.004G050300,GRMZM2G006144
Sobic.003G342700,GRMZM2G006229
Sobic.003G393001,GRMZM2G006277
Sobic.004G000800,GRMZM2G006282
Sobic.002G350100,GRMZM2G006324
Sobic.002G350200,GRMZM2G006324
Sobic.005G200200,GRMZM2G006363
Sobic.001G002400,GRMZM2G006366
Sobic.009G190600,GRMZM2G006377
Sobic.002G105700,GRMZM2G006399
Sobic.002G294400,GRMZM2G006416
Sobic.003G393100,GRMZM2G006452
Sobic.003G383300,GRMZM2G006453
Sobic.001G384300,GRMZM2G006477
Sobic.005G200300,GRMZM2G006480
Sobic.002G349500,GRMZM2G006505
Sobic.001G536400,GRMZM2G006673
Sobic.001G476400,GRMZM2G006676
Sobic.004G205600,GRMZM2G006707
Sobic.002G418000,GRMZM2G006732
Sobic.002G247500,GRMZM2G006752
Sobic.005G018200,GRMZM2G006762
Sobic.005G018300,GRMZM2G006762
Sobic.010G188800,GRMZM2G006790
Sobic.004G175500,GRMZM2G006791
Sobic.003G383100,GRMZM2G006821
Sobic.008G181600,GRMZM2G006853
Sobic.008G182300,GRMZM2G006853
Sobic.008G182400,GRMZM2G006853
Sobic.008G182500,GRMZM2G006853
Sobic.008G182600,GRMZM2G006853
Sobic.004G037300,GRMZM2G006937
Sobic.004G038300,GRMZM2G006937
Sobic.002G343000,GRMZM2G006942
Sobic.002G180800,GRMZM2G006943
Sobic.006G150800,GRMZM2G006964
Sobic.001G464900,GRMZM2G006977
Sobic.001G404300,GRMZM2G006981
Sobic.001G404200,GRMZM2G007080
Sobic.007G070400,GRMZM2G007140
Sobic.008G133300,GRMZM2G007146
Sobic.008G133400,GRMZM2G007146
Sobic.006G214500,GRMZM2G007157
Sobic.003G380600,GRMZM2G007160
Sobic.010G230300,GRMZM2G007185
Sobic.002G302700,GRMZM2G007190
Sobic.007G071400,GRMZM2G007248
Sobic.002G221900,GRMZM2G007249
Sobic.003G266001,GRMZM2G007339
Sobic.004G055600,GRMZM2G007372
Sobic.004G173600,GRMZM2G007385
Sobic.001G516800,GRMZM2G007441
Sobic.006G214700,GRMZM2G007453
Sobic.004G209900,GRMZM2G007466
Sobic.001G466700,GRMZM2G007486
Sobic.006G072000,GRMZM2G007546
Sobic.006G072201,GRMZM2G007546
Sobic.003G085200,GRMZM2G007615
Sobic.004G210000,GRMZM2G007647
Sobic.002G349100,GRMZM2G007651
Sobic.001G000200,GRMZM2G007675
Sobic.010G058200,GRMZM2G007683
Sobic.004G080200,GRMZM2G007757
Sobic.005G146200,GRMZM2G007784
Sobic.010G054900,GRMZM2G007801
Sobic.001G030800,GRMZM2G007817
Sobic.004G210101,GRMZM2G007835
Sobic.002G349000,GRMZM2G007909
Sobic.003G355700,GRMZM2G007928
Sobic.003G355800,GRMZM2G007928
Sobic.001G000100,GRMZM2G007948
Sobic.007G158000,GRMZM2G007969
Sobic.001G083000,GRMZM2G008029
Sobic.010G087200,GRMZM2G008033
Sobic.006G215300,GRMZM2G008060
Sobic.002G023100,GRMZM2G008061
Sobic.001G519700,GRMZM2G008064
Sobic.009G049200,GRMZM2G008093
Sobic.001G519300,GRMZM2G008122
Sobic.010G058600,GRMZM2G008152
Sobic.007G060700,GRMZM2G008209
Sobic.007G126100,GRMZM2G008226
Sobic.004G323400,GRMZM2G008242
Sobic.009G063900,GRMZM2G008252
Sobic.005G086200,GRMZM2G008259
Sobic.002G116000,GRMZM2G008263
Sobic.010G064000,GRMZM2G008305
Sobic.002G339900,GRMZM2G008309
Sobic.010G064100,GRMZM2G008326
Sobic.002G339800,GRMZM2G008356
Sobic.005G228600,GRMZM2G008369
Sobic.004G323200,GRMZM2G008406
Sobic.010G172900,GRMZM2G008425
Sobic.002G362000,GRMZM2G008468
Sobic.005G089600,GRMZM2G008507
Sobic.002G335400,GRMZM2G008528
Sobic.004G129400,GRMZM2G008593
Sobic.001G227800,GRMZM2G008607
Sobic.009G062500,GRMZM2G008642
Sobic.002G361800,GRMZM2G008651
Sobic.006G131100,GRMZM2G008656
Sobic.002G162300,GRMZM2G008657
Sobic.002G361700,GRMZM2G008665
Sobic.002G335300,GRMZM2G008687
Sobic.003G273700,GRMZM2G008726
Sobic.002G335100,GRMZM2G008740
Sobic.002G335200,GRMZM2G008740
Sobic.003G273800,GRMZM2G008764
Sobic.001G530350,GRMZM2G008773
Sobic.006G151100,GRMZM2G008892
Sobic.004G087100,GRMZM2G008935
Sobic.007G208200,GRMZM2G009009
Sobic.001G511300,GRMZM2G009014
Sobic.007G017300,GRMZM2G009025
Sobic.002G224100,GRMZM2G009045
Sobic.001G386700,GRMZM2G009060
Sobic.002G206500,GRMZM2G009091
Sobic.002G322800,GRMZM2G009103
Sobic.007G208100,GRMZM2G009117
Sobic.006G101200,GRMZM2G009125
Sobic.010G061900,GRMZM2G009139
Sobic.010G062300,GRMZM2G009139
Sobic.002G322300,GRMZM2G009144
Sobic.002G224400,GRMZM2G009166
Sobic.008G118600,GRMZM2G009196
Sobic.006G162400,GRMZM2G009208
Sobic.006G162600,GRMZM2G009208
Sobic.001G387200,GRMZM2G009253
Sobic.002G404300,GRMZM2G009265
Sobic.003G085900,GRMZM2G009282
Sobic.001G477300,GRMZM2G009326
Sobic.010G175400,GRMZM2G009335
Sobic.007G075100,GRMZM2G009353
Sobic.004G028900,GRMZM2G009365
Sobic.005G116900,GRMZM2G009387
Sobic.009G192600,GRMZM2G009400
Sobic.006G251600,GRMZM2G009413
Sobic.001G265900,GRMZM2G009465
Sobic.004G029200,GRMZM2G009489
Sobic.004G264000,GRMZM2G009506
Sobic.005G135300,GRMZM2G009510
Sobic.005G135500,GRMZM2G009510
Sobic.005G135600,GRMZM2G009510
Sobic.005G135700,GRMZM2G009510
Sobic.005G135800,GRMZM2G009510
Sobic.008G179800,GRMZM2G009530
Sobic.002G370500,GRMZM2G009538
Sobic.001G253300,GRMZM2G009591
Sobic.001G039800,GRMZM2G009598
Sobic.007G008300,GRMZM2G009627
Sobic.010G189366,GRMZM2G009633
Sobic.006G251701,GRMZM2G009653
Sobic.007G063300,GRMZM2G009681
Sobic.010G222100,GRMZM2G009724
Sobic.004G125800,GRMZM2G009785
Sobic.002G404400,GRMZM2G009804
Sobic.001G085450,GRMZM2G009806
Sobic.005G082400,GRMZM2G009854
Sobic.006G107400,GRMZM2G009892
Sobic.006G106000,GRMZM2G009948
Sobic.001G078200,GRMZM2G009958
Sobic.010G177100,GRMZM2G009995
Sobic.006G193100,GRMZM2G010011
Sobic.001G093500,GRMZM2G010034
Sobic.001G090000,GRMZM2G010037
Sobic.005G084500,GRMZM2G010056
Sobic.003G163200,GRMZM2G010085
Sobic.008G083500,GRMZM2G010095
Sobic.001G169400,GRMZM2G010100
Sobic.002G385800,GRMZM2G010142
Sobic.001G383900,GRMZM2G010196
Sobic.004G157800,GRMZM2G010235
Sobic.006G107200,GRMZM2G010238
Sobic.002G312900,GRMZM2G010298
Sobic.009G219100,GRMZM2G010349
Sobic.001G062900,GRMZM2G010353
Sobic.006G010100,GRMZM2G010356
Sobic.009G177500,GRMZM2G010357
Sobic.002G189600,GRMZM2G010389
Sobic.008G083400,GRMZM2G010406
Sobic.003G005600,GRMZM2G010460
Sobic.006G234400,GRMZM2G010474
Sobic.006G034300,GRMZM2G010494
Sobic.001G401800,GRMZM2G010545
Sobic.002G307900,GRMZM2G010640
Sobic.003G183900,GRMZM2G010664
Sobic.004G280401,GRMZM2G010673
Sobic.010G023500,GRMZM2G010740
Sobic.004G280200,GRMZM2G010745
Sobic.004G055800,GRMZM2G010754
Sobic.003G294800,GRMZM2G010762
Sobic.004G036400,GRMZM2G010779
Sobic.003G294900,GRMZM2G010804
Sobic.001G378800,GRMZM2G010823
Sobic.010G189100,GRMZM2G010863
Sobic.001G243000,GRMZM2G010871
Sobic.010G189300,GRMZM2G010884
Sobic.004G036500,GRMZM2G010920
Sobic.003G295000,GRMZM2G010936
Sobic.004G036600,GRMZM2G010944
Sobic.009G254000,GRMZM2G010953
Sobic.004G280100,GRMZM2G010973
Sobic.002G192200,GRMZM2G011030
Sobic.003G207600,GRMZM2G011055
Sobic.009G203000,GRMZM2G011068
Sobic.003G201600,GRMZM2G011115
Sobic.002G131700,GRMZM2G011129
Sobic.008G096100,GRMZM2G011136
Sobic.004G089200,GRMZM2G011160
Sobic.009G149700,GRMZM2G011169
Sobic.009G149600,GRMZM2G011222
Sobic.002G036300,GRMZM2G011314
Sobic.001G242900,GRMZM2G011357
Sobic.005G184200,GRMZM2G011364
Sobic.001G090200,GRMZM2G011373
Sobic.001G062800,GRMZM2G011385
Sobic.003G088600,GRMZM2G011436
Sobic.001G395200,GRMZM2G011483
Sobic.001G281900,GRMZM2G011518
Sobic.003G088400,GRMZM2G011523
Sobic.002G176500,GRMZM2G011526
Sobic.002G176700,GRMZM2G011526
Sobic.003G340900,GRMZM2G011541
Sobic.003G005266,GRMZM2G011553
Sobic.001G179800,GRMZM2G011559
Sobic.004G322100,GRMZM2G011626
Sobic.004G153400,GRMZM2G011627
Sobic.004G156200,GRMZM2G011631
Sobic.003G005200,GRMZM2G011636
Sobic.009G237700,GRMZM2G011662
Sobic.001G354900,GRMZM2G011667
Sobic.008G096800,GRMZM2G011746
Sobic.004G121300,GRMZM2G011777
Sobic.002G033300,GRMZM2G011800
Sobic.002G033400,GRMZM2G011858
Sobic.005G091300,GRMZM2G011896
Sobic.001G179200,GRMZM2G011912
Sobic.009G237600,GRMZM2G011932
Sobic.002G033700,GRMZM2G012031
Sobic.010G201500,GRMZM2G012041
Sobic.004G255200,GRMZM2G012044
Sobic.004G145200,GRMZM2G012046
Sobic.001G485100,GRMZM2G012102
Sobic.007G196500,GRMZM2G012123
Sobic.001G447700,GRMZM2G012126
Sobic.008G083300,GRMZM2G012176
Sobic.004G306800,GRMZM2G012178
Sobic.004G124100,GRMZM2G012200
Sobic.004G255300,GRMZM2G012213
Sobic.001G485000,GRMZM2G012216
Sobic.001G046400,GRMZM2G012224
Sobic.006G145300,GRMZM2G012236
Sobic.006G145400,GRMZM2G012236
Sobic.006G145500,GRMZM2G012236
Sobic.006G145600,GRMZM2G012236
Sobic.001G282000,GRMZM2G012306
Sobic.001G426600,GRMZM2G012319
Sobic.002G033800,GRMZM2G012324
Sobic.010G201600,GRMZM2G012342
Sobic.005G030500,GRMZM2G012384
Sobic.002G033900,GRMZM2G012397
Sobic.004G235000,GRMZM2G012399
Sobic.006G105800,GRMZM2G012404
Sobic.002G286100,GRMZM2G012413
Sobic.001G282100,GRMZM2G012434
Sobic.007G196400,GRMZM2G012453
Sobic.001G445500,GRMZM2G012501
Sobic.001G445700,GRMZM2G012758
Sobic.009G009900,GRMZM2G012806
Sobic.005G172200,GRMZM2G012821
Sobic.005G172300,GRMZM2G012821
Sobic.004G210800,GRMZM2G012841
Sobic.004G068700,GRMZM2G012865
Sobic.004G068800,GRMZM2G012865
Sobic.004G068900,GRMZM2G012865
Sobic.004G099300,GRMZM2G012923
Sobic.009G010000,GRMZM2G012928
Sobic.009G010150,GRMZM2G012928
Sobic.008G151100,GRMZM2G012932
Sobic.009G133400,GRMZM2G012999
Sobic.003G013100,GRMZM2G013010
Sobic.003G392800,GRMZM2G013016
Sobic.003G012400,GRMZM2G013045
Sobic.002G034600,GRMZM2G013114
Sobic.005G043000,GRMZM2G013128
Sobic.007G022600,GRMZM2G013152
Sobic.003G083400,GRMZM2G013176
Sobic.005G042900,GRMZM2G013191
Sobic.003G004700,GRMZM2G013201
Sobic.002G034700,GRMZM2G013236
Sobic.005G042800,GRMZM2G013271
Sobic.006G083300,GRMZM2G013283
Sobic.001G378700,GRMZM2G013299
Sobic.005G042700,GRMZM2G013302
Sobic.006G033800,GRMZM2G013357
Sobic.003G127400,GRMZM2G013378
Sobic.010G123500,GRMZM2G013398
Sobic.001G470000,GRMZM2G013430
Sobic.003G353100,GRMZM2G013463
Sobic.008G123600,GRMZM2G013478
Sobic.009G016633,GRMZM2G013581
Sobic.001G377700,GRMZM2G013588
Sobic.001G529900,GRMZM2G013634
Sobic.001G394600,GRMZM2G013639
Sobic.009G124200,GRMZM2G013657
Sobic.004G352900,GRMZM2G013704
Sobic.003G102600,GRMZM2G013728
Sobic.006G032400,GRMZM2G013765
Sobic.003G080500,GRMZM2G013790
Sobic.003G081400,GRMZM2G013790
Sobic.002G383700,GRMZM2G013811
Sobic.001G394700,GRMZM2G013853
Sobic.003G081200,GRMZM2G013884
Sobic.004G353000,GRMZM2G013890
Sobic.005G044500,GRMZM2G013949
Sobic.010G191600,GRMZM2G013956
Sobic.010G191700,GRMZM2G013956
Sobic.008G173200,GRMZM2G013960
Sobic.008G173300,GRMZM2G013960
Sobic.005G044600,GRMZM2G013967
Sobic.001G313200,GRMZM2G014026
Sobic.005G072200,GRMZM2G014071
Sobic.010G051100,GRMZM2G014076
Sobic.009G187100,GRMZM2G014099
Sobic.004G353200,GRMZM2G014116
Sobic.003G354400,GRMZM2G014136
Sobic.006G193400,GRMZM2G014187
Sobic.008G033700,GRMZM2G014282
Sobic.008G033800,GRMZM2G014282
Sobic.002G393332,GRMZM2G014295
Sobic.009G211000,GRMZM2G014303
Sobic.003G228400,GRMZM2G014395
Sobic.008G057900,GRMZM2G014397
Sobic.003G354100,GRMZM2G014452
Sobic.003G354232,GRMZM2G014452
Sobic.003G349200,GRMZM2G014454
Sobic.003G283100,GRMZM2G014499
Sobic.010G229400,GRMZM2G014508
Sobic.009G072600,GRMZM2G014551
Sobic.002G237900,GRMZM2G014558
Sobic.002G238300,GRMZM2G014558
Sobic.004G219700,GRMZM2G014560
Sobic.003G379700,GRMZM2G014653
Sobic.001G212800,GRMZM2G014676
Sobic.006G060700,GRMZM2G014695
Sobic.006G060800,GRMZM2G014695
Sobic.004G211100,GRMZM2G014750
Sobic.003G282600,GRMZM2G014770
Sobic.004G093700,GRMZM2G014826
Sobic.K005800,GRMZM2G014872
Sobic.003G340000,GRMZM2G014945
Sobic.004G290400,GRMZM2G014977
Sobic.009G188900,GRMZM2G014981
Sobic.001G157300,GRMZM2G015005
Sobic.001G467100,GRMZM2G015067
Sobic.004G353400,GRMZM2G015090
Sobic.004G067400,GRMZM2G015200
Sobic.001G467200,GRMZM2G015219
Sobic.001G377500,GRMZM2G015226
Sobic.008G103200,GRMZM2G015238
Sobic.003G036500,GRMZM2G015267
Sobic.003G188400,GRMZM2G015289
Sobic.005G112800,GRMZM2G015295
Sobic.007G007300,GRMZM2G015352
Sobic.001G536000,GRMZM2G015384
Sobic.009G037500,GRMZM2G015406
Sobic.001G056601,GRMZM2G015436
Sobic.010G166400,GRMZM2G015502
Sobic.002G054800,GRMZM2G015534
Sobic.002G055000,GRMZM2G015534
Sobic.004G035200,GRMZM2G015578
Sobic.007G172600,GRMZM2G015588
Sobic.003G362900,GRMZM2G015596
Sobic.009G036000,GRMZM2G015605
Sobic.009G036100,GRMZM2G015605
Sobic.007G014100,GRMZM2G015708
Sobic.005G033801,GRMZM2G015709
Sobic.005G033900,GRMZM2G015709
Sobic.006G135200,GRMZM2G015727
Sobic.004G306200,GRMZM2G015784
Sobic.006G098200,GRMZM2G015844
Sobic.005G123400,GRMZM2G015854
Sobic.008G089900,GRMZM2G015869
Sobic.009G008300,GRMZM2G015872
Sobic.008G125700,GRMZM2G015886
Sobic.006G054700,GRMZM2G015889
Sobic.001G056400,GRMZM2G015892
Sobic.001G056500,GRMZM2G015892
Sobic.001G358500,GRMZM2G015902
Sobic.007G115801,GRMZM2G015925
Sobic.009G073100,GRMZM2G015955
Sobic.007G116950,GRMZM2G015967
Sobic.003G310700,GRMZM2G016068
Sobic.007G205400,GRMZM2G016079
Sobic.001G015200,GRMZM2G016084
Sobic.007G205500,GRMZM2G016088
Sobic.007G162000,GRMZM2G016210
Sobic.001G249500,GRMZM2G016241
Sobic.001G249600,GRMZM2G016241
Sobic.007G034700,GRMZM2G016254
Sobic.007G035800,GRMZM2G016254
Sobic.010G097400,GRMZM2G016275
Sobic.001G015100,GRMZM2G016290
Sobic.009G038000,GRMZM2G016312
Sobic.010G065800,GRMZM2G016323
Sobic.008G036900,GRMZM2G016370
Sobic.003G434800,GRMZM2G016382
Sobic.004G158901,GRMZM2G016434
Sobic.003G303100,GRMZM2G016435
Sobic.001G483700,GRMZM2G016443
Sobic.009G038200,GRMZM2G016462
Sobic.001G382700,GRMZM2G016480
Sobic.009G213300,GRMZM2G016503
Sobic.007G145700,GRMZM2G016521
Sobic.001G088800,GRMZM2G016546
Sobic.003G445000,GRMZM2G016561
Sobic.001G158400,GRMZM2G016602
Sobic.009G028300,GRMZM2G016637
Sobic.006G163600,GRMZM2G016649
Sobic.002G186300,GRMZM2G016660
Sobic.003G444900,GRMZM2G016668
Sobic.001G014900,GRMZM2G016774
Sobic.002G249900,GRMZM2G016836
Sobic.010G066400,GRMZM2G016866
Sobic.001G168900,GRMZM2G016875
Sobic.006G047400,GRMZM2G016928
Sobic.002G093400,GRMZM2G016958
Sobic.002G093500,GRMZM2G016958
Sobic.001G308600,GRMZM2G017011
Sobic.001G400200,GRMZM2G017044
Sobic.002G379800,GRMZM2G017080
Sobic.001G106200,GRMZM2G017087
Sobic.001G414300,GRMZM2G017103
Sobic.007G152800,GRMZM2G017110
Sobic.005G048800,GRMZM2G017113
Sobic.006G089500,GRMZM2G017187
Sobic.006G192600,GRMZM2G017197
Sobic.001G382900,GRMZM2G017223
Sobic.001G244900,GRMZM2G017237
Sobic.010G085000,GRMZM2G017244
Sobic.004G030200,GRMZM2G017249
Sobic.010G085100,GRMZM2G017257
Sobic.009G222500,GRMZM2G017269
Sobic.001G169200,GRMZM2G017319
Sobic.010G051800,GRMZM2G017349
Sobic.004G235700,GRMZM2G017355
Sobic.002G380200,GRMZM2G017368
Sobic.001G240300,GRMZM2G017388
Sobic.008G152500,GRMZM2G017405
Sobic.002G366900,GRMZM2G017409
Sobic.005G163600,GRMZM2G017411
Sobic.004G235600,GRMZM2G017429
Sobic.008G152400,GRMZM2G017486
Sobic.002G138300,GRMZM2G017528
Sobic.010G085200,GRMZM2G017537
Sobic.002G367000,GRMZM2G017550
Sobic.008G151432,GRMZM2G017584
Sobic.008G152300,GRMZM2G017584
Sobic.001G483400,GRMZM2G017616
Sobic.005G084800,GRMZM2G017624
Sobic.006G078000,GRMZM2G017643
Sobic.001G354800,GRMZM2G017670
Sobic.004G054100,GRMZM2G017741
Sobic.004G054200,GRMZM2G017802
Sobic.005G084900,GRMZM2G017804
Sobic.003G162800,GRMZM2G017853
Sobic.003G162900,GRMZM2G017853
Sobic.004G057700,GRMZM2G017882
Sobic.002G420200,GRMZM2G017894
Sobic.004G327400,GRMZM2G017923
Sobic.010G258800,GRMZM2G017933
Sobic.004G168700,GRMZM2G017991
Sobic.010G020800,GRMZM2G018006
Sobic.009G050100,GRMZM2G018020
Sobic.008G174900,GRMZM2G018030
Sobic.002G243000,GRMZM2G018044
Sobic.006G086700,GRMZM2G018059
Sobic.004G327300,GRMZM2G018103
Sobic.002G242900,GRMZM2G018108
Sobic.002G269600,GRMZM2G018138
Sobic.003G350800,GRMZM2G018189
Sobic.003G026200,GRMZM2G018217
Sobic.006G086600,GRMZM2G018223
Sobic.001G375900,GRMZM2G018229
Sobic.001G376400,GRMZM2G018229
Sobic.005G230000,GRMZM2G018254
Sobic.006G103300,GRMZM2G018275
Sobic.006G103900,GRMZM2G018275
Sobic.002G237500,GRMZM2G018366
Sobic.001G139750,GRMZM2G018385
Sobic.004G327200,GRMZM2G018484
Sobic.004G163100,GRMZM2G018523
Sobic.004G327100,GRMZM2G018573
Sobic.001G512200,GRMZM2G018579
Sobic.004G306400,GRMZM2G018586
Sobic.003G381100,GRMZM2G018589
Sobic.006G269000,GRMZM2G018595
Sobic.001G095366,GRMZM2G018646
Sobic.006G255400,GRMZM2G018692
Sobic.001G512100,GRMZM2G018706
Sobic.006G255500,GRMZM2G018716
Sobic.002G008600,GRMZM2G018721
Sobic.001G388600,GRMZM2G018728
Sobic.006G140100,GRMZM2G018756
Sobic.002G396200,GRMZM2G018771
Sobic.003G135201,GRMZM2G018782
Sobic.009G004100,GRMZM2G018786
Sobic.003G092900,GRMZM2G018806
Sobic.004G157300,GRMZM2G018820
Sobic.003G092700,GRMZM2G018869
Sobic.006G131800,GRMZM2G018876
Sobic.002G301200,GRMZM2G018950
Sobic.003G119200,GRMZM2G018951
Sobic.001G481400,GRMZM2G018984
Sobic.002G347000,GRMZM2G019084
Sobic.002G194700,GRMZM2G019183
Sobic.003G421900,GRMZM2G019185
Sobic.002G009200,GRMZM2G019200
Sobic.007G027900,GRMZM2G019225
Sobic.005G114800,GRMZM2G019236
Sobic.010G089400,GRMZM2G019291
Sobic.004G252200,GRMZM2G019317
Sobic.010G023400,GRMZM2G019356
Sobic.002G286400,GRMZM2G019363
