Gene,Count
Zm00001eb190160,1138
Zm00001eb239380,3031
Zm00001eb433020,1
Zm00001eb352200,53
Zm00001eb333750,108
Zm00001eb006890,47
Zm00001eb157200,895
Zm00001eb311020,4004
Zm00001eb178500,589
Zm00001eb265100,2578
Zm00001eb350280,2725
Zm00001eb273390,1823
Zm00001eb280090,4107
Zm00001eb155280,185
Zm00001eb118900,1592
Zm00001eb145580,2807
Zm00001eb312610,35
Zm00001eb172100,1723
Zm00001eb257170,690
Zm00001eb162740,75
Zm00001eb296340,3850
Zm00001eb334530,1
Zm00001eb276170,10
Zm00001eb153100,1856
Zm00001eb337450,2845
Zm00001eb423130,3
Zm00001eb127840,2343
Zm00001eb018020,4731
Zm00001eb344960,2929
Zm00001eb399360,444
Zm00001eb036920,924
Zm00001eb291730,2705
Zm00001eb273580,5
Zm00001eb358740,1
Zm00001eb006160,13
Zm00001eb396390,95
Zm00001eb128000,1388
Zm00001eb030400,1435
Zm00001eb078490,2128
Zm00001eb374120,2140
Zm00001eb277820,211
Zm00001eb157080,930
Zm00001eb218710,3725
Zm00001eb202410,1
Zm00001eb234170,1350
Zm00001eb089380,1299
Zm00001eb120740,2788
Zm00001eb373970,1038
Zm00001eb075070,360
Zm00001eb370810,361
Zm00001eb086370,210
Zm00001eb234620,849
Zm00001eb354510,229
Zm00001eb343660,3258
Zm00001eb288970,15
Zm00001eb319620,1692
Zm00001eb076640,31
Zm00001eb120010,238
Zm00001eb389900,481
Zm00001eb181970,312
Zm00001eb227100,3180
Zm00001eb051480,112
Zm00001eb187450,1
Zm00001eb292380,3
Zm00001eb055920,15
Zm00001eb288080,1
Zm00001eb233310,87
Zm00001eb315910,1010
Zm00001eb244380,5
Zm00001eb258240,8
Zm00001eb388050,3554
Zm00001eb156890,560
Zm00001eb371000,796
Zm00001eb160210,4170
